"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian.x","traveltime.x","studytime.x","failures.x","schoolsup.x","famsup.x","paidsup.x","activities.x","higher.x","romantic.x","famrel.x","freetime.x","goout.x","DailyAlc.x","WeekendAlc.x","health.x","absences.x","MathG1","MathG2","MathGFinal","guardian.y","traveltime.y","studytime.y","failures.y","schoolsup.y","famsup.y","paidsup.y","activities.y","higher.y","romantic.y","famrel.y","freetime.y","goout.y","DailyAlc.y","WeekendAlc.y","health.y","absences.y","PorG1","PorG2","PorGFinal"
"343","MS","F",17,"R",">3","together","primary","primary","other","services","reputation","yes","yes","mother","30-60m","<2h",1,"no","yes","yes","no","yes","yes","Excellent","Low","VeryLow",1,2,"VeryBad",0,7,6,0,"mother","30-60m","<2h",1,"no","yes","no","no","yes","yes","Excellent","Low","VeryLow",1,2,"VeryBad",0,8,8,9
"344","MS","F",17,"R",">3","together","primary","middle","other","other","course","yes","yes","mother","<15m","<2h",0,"no","no","no","yes","yes","no","Neutral","VeryHigh","VeryHigh",1,3,"VeryBad",14,6,5,5,"mother","<15m","<2h",0,"no","no","no","yes","yes","no","Neutral","VeryHigh","VeryHigh",1,3,"VeryBad",4,7,8,9
"345","MS","F",17,"R",">3","together","primary","middle","other","services","course","no","no","father","15-30m","2-5h",0,"no","no","no","no","yes","no","Neutral","Low","Low",1,2,"Moderate",0,12,11,12,"father","15-30m","2-5h",0,"no","no","no","no","yes","no","Neutral","Low","Low",1,2,"Moderate",0,13,13,13
"346","MS","F",17,"R",">3","together","secondary","primary","at_home","other","reputation","no","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","no","Good","VeryHigh","High",2,3,"VeryBad",17,10,10,10,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","no","Good","VeryHigh","High",2,3,"VeryBad",10,8,9,9
"347","MS","F",17,"R",">3","together","higher","higher","teacher","services","other","yes","yes","father","15-30m","2-5h",0,"no","yes","yes","yes","yes","no","Good","Moderate","Moderate",1,2,"VeryGood",4,12,13,13,"father","15-30m","2-5h",0,"no","yes","yes","yes","yes","no","Good","Moderate","Moderate",1,2,"VeryGood",2,12,12,12
"348","MS","F",17,"U",">3","together","middle","middle","other","at_home","home","yes","no","mother","<15m","5-10h",0,"no","no","no","yes","yes","yes","Neutral","High","Moderate",1,1,"Moderate",8,13,11,11,"mother","<15m","5-10h",0,"no","no","no","yes","yes","yes","Neutral","High","Moderate",1,1,"Moderate",8,10,11,12
"349","MS","F",17,"U","<=3","apart","secondary","middle","services","other","reputation","yes","no","mother","15-30m","2-5h",0,"no","no","no","no","yes","yes","VeryBad","Low","Moderate",1,2,"VeryGood",2,12,12,11,"mother","15-30m","2-5h",0,"no","no","no","no","yes","yes","VeryBad","Low","Moderate",1,2,"VeryGood",0,15,14,15
"350","MS","F",17,"U","<=3","together","higher","higher","at_home","at_home","course","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","yes","yes","yes","Bad","Moderate","High",1,1,"VeryBad",0,16,15,15,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Bad","Moderate","High",1,1,"VeryBad",4,15,14,15
"351","MS","F",18,"R",">3","together","primary","primary","other","other","home","yes","yes","mother",">60m","5-10h",0,"no","no","no","no","yes","no","Good","Moderate","Low",1,2,"Good",2,8,8,10,"mother",">60m","5-10h",0,"no","no","no","no","yes","no","Good","Moderate","Low",1,2,"Good",4,10,11,12
"352","MS","F",18,"R",">3","together","middle","middle","at_home","other","other","yes","no","mother","15-30m","5-10h",0,"no","no","yes","no","yes","no","Excellent","Moderate","Moderate",1,3,"Good",2,10,9,10,"mother","15-30m","5-10h",0,"no","no","no","no","yes","no","Excellent","Moderate","Moderate",1,3,"Good",0,14,17,15
"353","MS","F",18,"R",">3","together","higher","higher","other","teacher","other","no","yes","father","30-60m","2-5h",0,"no","yes","yes","no","yes","yes","Neutral","Low","Low",4,2,"VeryGood",10,14,12,11,"father","30-60m","2-5h",0,"no","yes","no","no","yes","yes","Neutral","Low","Low",4,2,"VeryGood",0,7,5,0
"354","MS","F",18,"R",">3","together","higher","higher","teacher","at_home","reputation","yes","yes","mother","30-60m","<2h",0,"no","yes","yes","yes","yes","yes","Good","High","Moderate",2,2,"VeryGood",7,6,5,6,"mother","30-60m","<2h",0,"no","yes","no","yes","yes","yes","Good","High","Moderate",2,2,"VeryGood",4,7,9,10
"355","MS","F",18,"R","<=3","together","higher","higher","other","other","reputation","yes","yes","mother","15-30m","5-10h",0,"no","no","no","no","yes","no","Excellent","High","High",1,1,"VeryBad",0,19,18,19,"mother","15-30m","5-10h",0,"no","no","no","no","yes","no","Excellent","High","High",1,1,"VeryBad",0,15,17,17
"356","MS","F",18,"R","<=3","together","higher","higher","teacher","services","course","yes","yes","mother","<15m","2-5h",0,"no","no","yes","yes","yes","no","Excellent","High","Moderate",3,4,"Bad",4,8,9,10,"mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","High","Moderate",3,4,"Bad",1,13,14,14
"357","MS","F",18,"U",">3","together","primary","primary","other","other","course","yes","no","mother","15-30m","2-5h",1,"no","no","no","yes","yes","no","VeryBad","VeryLow","VeryLow",1,1,"VeryGood",0,6,5,0,"mother","30-60m","2-5h",2,"no","no","no","yes","yes","yes","Neutral","High","High",2,2,"VeryGood",3,7,8,7
"358","MS","F",18,"U",">3","together","primary","primary","other","other","course","yes","no","mother","15-30m","2-5h",1,"no","no","no","yes","yes","no","VeryBad","VeryLow","VeryLow",1,1,"VeryGood",0,6,5,0,"mother","15-30m","2-5h",0,"no","no","no","yes","yes","no","VeryBad","VeryLow","VeryLow",1,1,"VeryGood",6,11,12,9
"359","MS","F",18,"U",">3","together","middle","secondary","at_home","services","course","yes","yes","father","15-30m","<2h",0,"no","yes","yes","no","yes","yes","Excellent","Low","Moderate",1,2,"Good",0,11,10,10,"father","15-30m","<2h",0,"no","yes","no","no","yes","yes","Excellent","Low","Moderate",1,2,"Good",0,10,10,10
"360","MS","F",18,"U",">3","together","secondary","secondary","other","other","home","yes","yes","mother","<15m","2-5h",0,"no","no","yes","no","yes","yes","Good","VeryLow","Moderate",1,2,"VeryBad",0,15,15,15,"mother","<15m","2-5h",0,"no","no","no","no","yes","yes","Good","VeryLow","Moderate",1,2,"VeryBad",1,16,16,16
"361","MS","F",18,"U",">3","together","secondary","secondary","services","services","course","yes","no","father","<15m","2-5h",0,"no","yes","no","no","yes","yes","Excellent","Moderate","High",1,1,"VeryGood",0,10,9,9,"father","<15m","2-5h",0,"no","yes","no","no","yes","yes","Excellent","Moderate","High",1,1,"VeryGood",0,10,10,10
"362","MS","F",18,"U",">3","together","secondary","secondary","services","services","other","yes","yes","mother","15-30m","2-5h",0,"no","yes","no","no","yes","yes","Good","Moderate","Low",1,3,"Moderate",0,11,11,10,"mother","15-30m","2-5h",0,"no","yes","no","no","yes","yes","Good","Moderate","Low",1,3,"Moderate",6,13,12,13
"363","MS","F",18,"U","<=3","together","primary","primary","at_home","services","course","yes","yes","father","15-30m","5-10h",0,"no","no","no","no","yes","no","Excellent","Moderate","Low",1,1,"Good",0,18,16,16,"father","15-30m","5-10h",0,"no","no","no","no","yes","no","Excellent","Moderate","Low",1,1,"Good",0,19,17,18
"364","MS","F",18,"U","<=3","together","secondary","primary","teacher","services","course","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Good","Moderate","High",1,1,"VeryBad",0,7,9,8,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","Moderate","High",1,1,"VeryBad",4,15,15,16
"365","MS","F",19,"R",">3","together","middle","secondary","services","other","course","no","yes","mother","<15m","5-10h",1,"no","no","no","yes","yes","no","Excellent","High","Low",1,2,"VeryGood",0,7,5,0,"mother","<15m","5-10h",1,"no","no","no","yes","yes","no","Excellent","High","Low",1,2,"VeryGood",4,10,11,10
"366","MS","M",17,"R",">3","together","higher","secondary","services","other","home","no","yes","mother","15-30m","2-5h",0,"no","yes","yes","yes","yes","yes","Good","VeryHigh","VeryHigh",1,3,"Bad",4,13,11,11,"mother","15-30m","2-5h",1,"no","yes","yes","yes","yes","yes","Good","VeryHigh","VeryHigh",1,3,"Bad",4,10,11,11
"367","MS","M",17,"U",">3","together","middle","secondary","other","services","home","yes","yes","father","15-30m","2-5h",0,"no","no","no","yes","yes","no","Good","High","Moderate",1,1,"Moderate",2,11,11,10,"father","15-30m","2-5h",0,"no","no","no","yes","yes","no","Good","High","Moderate",1,1,"Moderate",4,14,15,16
"368","MS","M",17,"U",">3","together","secondary","secondary","health","other","course","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","no","yes","no","Good","VeryHigh","High",2,3,"Moderate",2,13,13,13,"mother","15-30m","2-5h",1,"no","yes","no","no","yes","no","Good","VeryHigh","High",2,3,"Moderate",4,8,9,10
"369","MS","M",17,"U","<=3","together","secondary","primary","services","services","course","no","yes","mother","15-30m","<2h",0,"no","no","no","no","yes","no","Bad","High","VeryHigh",3,4,"Bad",3,14,16,16,"mother","15-30m","<2h",0,"no","no","no","no","yes","no","Bad","High","VeryHigh",3,4,"Bad",6,10,10,10
"370","MS","M",18,"R",">3","together","primary","secondary","at_home","other","course","yes","no","mother","15-30m","2-5h",0,"no","yes","yes","no","yes","no","Neutral","Moderate","High",2,4,"Moderate",4,10,10,10,"mother","15-30m","2-5h",0,"no","yes","yes","no","yes","no","Neutral","Moderate","High",2,4,"Moderate",0,8,10,9
"371","MS","M",18,"R",">3","together","middle","primary","other","other","other","no","yes","mother","15-30m","<2h",0,"no","no","no","yes","yes","yes","Good","High","Moderate",1,3,"VeryGood",5,7,6,7,"mother","15-30m","<2h",0,"no","no","no","yes","yes","yes","Good","High","Moderate",1,3,"VeryGood",0,7,7,0
"372","MS","M",18,"R",">3","together","secondary","middle","other","other","course","no","yes","mother","15-30m","<2h",1,"no","yes","no","no","yes","no","Bad","VeryHigh","VeryHigh",5,5,"VeryGood",10,11,13,13,"mother","15-30m","<2h",0,"no","yes","no","no","yes","no","Bad","VeryHigh","VeryHigh",5,5,"VeryGood",8,9,10,11
"373","MS","M",18,"R",">3","together","higher","middle","other","other","home","yes","no","father","15-30m","<2h",1,"no","no","yes","no","yes","no","Excellent","High","Moderate",4,3,"Moderate",14,6,5,5,"father","15-30m","<2h",1,"no","no","yes","no","yes","no","Excellent","High","Moderate",4,3,"Moderate",0,7,7,0
"374","MS","M",18,"R","<=3","together","primary","middle","at_home","services","other","yes","yes","father","30-60m","<2h",0,"no","yes","yes","yes","no","yes","Good","Moderate","Moderate",2,3,"Moderate",3,14,12,12,"father","30-60m","<2h",0,"no","yes","no","yes","no","yes","Good","Moderate","Moderate",2,3,"Moderate",3,9,10,10
"375","MS","M",18,"R","<=3","together","secondary","middle","services","other","course","no","yes","mother","30-60m","<2h",0,"no","no","no","no","yes","no","Good","High","VeryLow",3,4,"VeryGood",0,11,12,10,"mother","30-60m","<2h",0,"no","no","no","no","yes","no","Good","High","VeryLow",3,4,"VeryGood",4,10,11,11
"376","MS","M",18,"U",">3","together","higher","higher","teacher","teacher","home","no","yes","father","<15m","2-5h",0,"no","no","yes","yes","yes","no","Neutral","Low","High",1,4,"Bad",4,15,14,14,"father","<15m","2-5h",0,"no","no","no","yes","yes","no","Neutral","Low","High",1,4,"Bad",4,17,18,19
"377","MS","M",18,"U","<=3","together","primary","primary","other","services","home","no","yes","father","15-30m","<2h",0,"no","no","no","no","yes","yes","Neutral","Moderate","Low",1,2,"Moderate",4,10,10,10,"father","15-30m","<2h",0,"no","no","no","no","yes","yes","Neutral","Moderate","Low",1,2,"Moderate",2,14,13,14
"378","MS","M",18,"U","<=3","together","primary","secondary","at_home","services","course","yes","yes","mother","<15m","<2h",1,"no","no","no","no","no","yes","Good","Moderate","Moderate",2,3,"Moderate",7,8,7,8,"mother","<15m","<2h",0,"no","no","no","no","no","yes","Good","Moderate","Moderate",2,3,"Moderate",0,9,10,9
"379","MS","M",18,"U","<=3","together","higher","higher","teacher","services","other","yes","yes","mother","15-30m","5-10h",0,"no","no","yes","no","yes","yes","Good","Low","Low",2,2,"VeryGood",0,13,13,13,"mother","15-30m","5-10h",0,"no","no","no","no","yes","yes","Good","Low","Low",2,2,"VeryGood",0,15,16,16
"380","MS","M",19,"R",">3","together","primary","primary","other","other","home","yes","yes","other","30-60m","<2h",1,"no","yes","no","no","yes","no","Good","High","High",3,3,"VeryGood",4,8,8,8,"other","30-60m","<2h",1,"no","yes","no","no","yes","no","Good","High","High",3,3,"VeryGood",4,8,9,10
"381","MS","M",19,"R",">3","together","primary","primary","other","services","home","yes","yes","other","30-60m","2-5h",3,"no","no","no","no","yes","no","Excellent","High","High",3,3,"Bad",8,8,7,8,"other","30-60m","2-5h",1,"no","no","no","no","yes","no","Excellent","High","High",3,3,"Bad",8,10,9,11
"382","MS","M",19,"R",">3","together","primary","primary","other","services","other","yes","no","mother","15-30m","<2h",1,"no","no","no","no","yes","no","Good","Moderate","Low",1,3,"VeryGood",0,6,5,0,"mother","15-30m","<2h",1,"no","no","no","no","yes","no","Good","Moderate","Low",1,3,"VeryGood",0,5,8,0
